link_id,vdf_type,from_node_id,to_node_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,preload_volume,person_volume,travel_time,speed,speed_ratio,VOC,DOC,capacity,queue,avg_waiting_time_in_min,qdf,lanes,D,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_sov,person_vol_hov2,person_vol_hov3,person_vol_sut,person_vol_mut,obs_count,upper_bound_type,dev,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,TT_0,TT_1,TT_2,TT_3,TT_4,TT_5,TT_6,TT_7,TT_8,TT_9,TT_10,TT_11,TT_12,TT_13,TT_14,TT_15,TT_16,TT_17,TT_18,TT_19,SVol_0,SVol_1,SVol_2,SVol_3,SVol_4,SVol_5,SVol_6,SVol_7,SVol_8,SVol_9,SVol_10,SVol_11,SVol_12,SVol_13,SVol_14,SVol_15,SVol_16,SVol_17,SVol_18,SVol_19,notes
200989BA,qvdf,202831,2146,,,-1,0,-1,-1,9,,9,1500_1800,148.412,0.038,148.412,0.390,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,5.852,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,19.270,0.964,19.270,0.964,0.000,0.000,"LINESTRING (-112.464209 33.719713, -112.465736 33.718327)",148.4,0.0,0.0,0.0,0.0,,,,20.000,20.000,20.000,20.000,20.000,20.000,20.000,18.961,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,18.996,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,148.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
200997AB,qvdf,615,202825,,,-1,0,-1,-1,9,,9,1500_1800,132.248,1.452,132.248,3.786,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,5.214,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,166.898,8.345,166.898,8.345,0.000,0.000,"LINESTRING (-112.460447 33.693294, -112.462520 33.711523)",130.8,0.0,0.0,0.0,0.0,135.8,0,-3.6,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,132.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
200997BA,qvdf,202825,615,,,-1,0,-1,-1,9,,9,1500_1800,144.397,1.508,144.397,3.786,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,5.693,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,182.231,9.112,182.231,9.112,0.000,0.000,"LINESTRING (-112.465706 33.711161, -112.463633 33.692932)",142.9,0.0,0.0,0.0,0.0,183.0,0,-38.6,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,144.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
200998AB,qvdf,202824,202894,,,-1,0,-1,-1,4,,4,1500_1800,115.984,0.054,115.984,0.768,39.702,0.993,0.077,0.082,500.000,0.000,0.006,0.355,1.000,41.157,1.169,1.195,0.017,0.000,40.000,34.000,0.498,1.000,39.702,33.715,58.929,1.484,58.929,1.484,0.011,0.000,"LINESTRING (-112.469722 33.712942, -112.478543 33.712949)",115.9,0.0,0.0,0.0,0.0,12.6,0,103.4,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.988,39.950,39.913,39.876,39.838,39.801,39.763,39.726,37.730,39.800,39.875,39.950,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,115.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
200998BA,qvdf,202894,202824,,,-1,0,-1,-1,4,,4,1500_1800,126.787,0.054,126.787,0.769,39.654,0.991,0.085,0.090,500.000,0.000,0.007,0.355,1.000,44.991,1.169,1.195,0.020,0.000,40.000,34.000,0.498,1.000,39.654,33.670,64.418,1.624,64.418,1.624,0.014,0.000,"LINESTRING (-112.478543 33.709743, -112.469722 33.709736)",126.7,0.0,0.0,0.0,0.0,10.3,0,116.5,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.986,39.942,39.899,39.855,39.812,39.768,39.725,39.682,37.686,39.767,39.855,39.942,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,126.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201000AB,qvdf,202825,202824,,,-1,0,-1,-1,4,,4,1500_1800,115.984,0.054,115.984,0.486,39.908,0.998,0.039,0.041,500.000,0.000,0.001,0.355,2.000,20.579,1.169,1.195,0.005,0.000,40.000,34.000,0.498,1.000,39.908,33.912,37.471,0.939,37.471,0.939,0.002,0.000,"LINESTRING (-112.464113 33.712945, -112.469722 33.712942)",115.9,0.0,0.0,0.0,0.0,12.6,0,103.4,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.996,39.985,39.973,39.961,39.950,39.938,39.927,39.915,37.917,39.938,39.961,39.985,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,115.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201000BA,qvdf,202824,202825,,,-1,0,-1,-1,4,,4,1500_1800,126.787,0.054,126.787,0.486,39.893,0.997,0.042,0.045,500.000,0.000,0.001,0.355,2.000,22.495,1.169,1.195,0.006,0.000,40.000,34.000,0.498,1.000,39.893,33.897,40.961,1.027,40.961,1.027,0.003,0.000,"LINESTRING (-112.469722 33.709736, -112.464113 33.709739)",126.7,0.0,0.0,0.0,0.0,10.3,0,116.5,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.996,39.982,39.969,39.955,39.942,39.928,39.915,39.901,37.903,39.928,39.955,39.982,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,126.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201001AB,qvdf,202924,202825,,,-1,0,-1,-1,4,,4,1500_1800,260.382,1.562,260.382,0.086,39.639,0.991,0.087,0.092,500.000,0.000,0.001,0.355,2.000,46.198,1.169,1.195,0.021,0.000,40.000,34.000,0.498,1.000,39.639,33.655,14.712,0.371,14.712,0.371,0.003,0.000,"LINESTRING (-112.463132 33.712945, -112.464113 33.712945)",258.8,0.0,0.0,0.0,0.0,195.2,0,65.2,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.985,39.939,39.894,39.849,39.803,39.758,39.712,39.667,37.672,39.757,39.848,39.939,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,260.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201001BA,qvdf,202825,202924,,,-1,0,-1,-1,4,,4,1500_1800,259.035,1.506,259.035,0.086,39.642,0.991,0.086,0.092,500.000,0.000,0.001,0.355,2.000,45.960,1.169,1.195,0.020,0.000,40.000,34.000,0.498,1.000,39.642,33.658,14.635,0.369,14.635,0.369,0.003,0.000,"LINESTRING (-112.464113 33.709739, -112.463132 33.709739)",257.5,0.0,0.0,0.0,0.0,145.7,0,113.3,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.985,39.940,39.895,39.850,39.805,39.760,39.715,39.670,37.675,39.759,39.849,39.940,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,259.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201003AB,qvdf,202926,202923,,,-1,0,-1,-1,2,,2,1500_1800,3378.623,664.023,3378.623,2.085,44.460,0.794,0.626,0.678,900.000,0.000,0.430,0.361,2.000,609.870,1.235,1.177,0.639,0.000,56.000,47.600,0.457,1.000,44.460,36.840,5220.480,117.419,5220.480,117.419,24.197,7.746,"LINESTRING (-112.481667 33.739270, -112.461974 33.724042)",2714.6,0.0,0.0,0.0,0.0,3901.2,0,-522.6,55.975,55.901,55.826,55.752,55.677,55.603,55.528,52.726,55.617,55.721,55.826,55.930,55.963,55.852,55.742,55.631,55.521,55.410,55.299,55.189,55.078,54.967,54.857,54.746,54.636,54.525,51.738,54.653,54.808,54.963,55.119,55.274,55.430,55.585,55.741,55.896,55.584,54.334,53.085,51.835,50.586,49.336,48.087,44.816,39.777,49.511,50.859,53.943,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,3378.62,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,period-based
201003BA,qvdf,202923,202926,,,-1,0,-1,-1,2,,2,1500_1800,3937.957,627.804,3937.957,2.213,41.900,0.748,0.729,0.790,900.000,0.000,0.557,0.361,2.000,710.835,1.235,1.177,0.828,0.000,56.000,47.600,0.457,1.000,41.900,34.526,6084.734,145.220,6084.734,145.220,36.565,17.390,"LINESTRING (-112.460014 33.726578, -112.479707 33.741806)",3310.2,0.0,0.0,0.0,0.0,3796.7,0,141.3,55.977,55.910,55.842,55.774,55.707,55.639,55.571,52.769,55.652,55.747,55.842,55.937,55.966,55.866,55.765,55.664,55.563,55.463,55.362,55.261,55.160,55.060,54.959,54.858,54.757,54.656,51.868,54.773,54.915,55.056,55.198,55.339,55.481,55.623,55.764,55.906,55.559,54.235,52.911,51.587,50.263,48.939,49.225,39.786,36.372,48.137,50.028,53.611,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,3937.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201005AB,qvdf,2125,202923,,,-1,0,-1,-1,9,,9,1500_1800,372.280,0.358,372.280,2.504,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,14.678,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,310.765,15.538,310.765,15.538,0.000,0.000,"LINESTRING (-112.474933 33.728367, -112.461511 33.723793)",371.9,0.0,0.0,0.0,0.0,77.8,0,294.4,20.000,20.000,20.000,20.000,20.000,20.000,20.000,18.999,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,372.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201005BA,qvdf,202923,2125,,,-1,0,-1,-1,9,,9,1500_1800,127.253,0.472,127.253,2.504,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,5.017,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,106.226,5.311,106.226,5.311,0.000,0.000,"LINESTRING (-112.460477 33.726827, -112.473899 33.731401)",126.8,0.0,0.0,0.0,0.0,59.5,0,67.8,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.001,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.001,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,127.25,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,period-based
201046AB,qvdf,620,202809,,,-1,0,-1,1,9,,9,1500_1800,1022.910,0.499,1022.910,3.704,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,40.331,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,1262.844,63.142,1262.844,63.142,0.000,0.000,"LINESTRING (-112.432978 33.682542, -112.411802 33.685278)",1022.4,0.0,0.0,0.0,0.0,943.1,0,79.8,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,1006.58,0.00,1.02,1.00,0.98,0.96,0.94,0.92,0.90,0.89,0.87,0.85,0.84,0.82,0.81,0.79,0.78,0.76,0.75,0.74,period-based
201046BA,qvdf,202809,620,,,-1,0,-1,1,9,,9,1500_1800,1117.068,0.741,1117.068,3.704,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,44.044,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,1379.087,68.954,1379.087,68.954,0.000,0.000,"LINESTRING (-112.412212 33.688458, -112.433388 33.685722)",1116.3,0.0,0.0,0.0,0.0,1037.0,0,80.0,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,1098.03,0.00,1.18,1.16,1.13,1.11,1.09,1.08,1.06,1.04,1.02,1.00,0.98,0.97,0.95,0.93,0.92,0.90,0.86,0.84,period-based
201047AB,qvdf,645,202808,,,-1,0,-1,1,9,,9,1500_1800,2907.414,27.327,2907.414,1.465,20.000,1.000,0.001,0.001,99999.000,0.000,0.000,0.355,9.000,114.634,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,1419.952,70.998,1419.952,70.998,0.000,0.000,"LINESTRING (-112.333336 33.629608, -112.324881 33.629169)",2880.1,0.0,0.0,0.0,0.0,2245.2,0,662.2,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,2907.32,0.00,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.00,0.01,period-based
201047BA,qvdf,202808,645,,,-1,0,-1,1,9,,9,1500_1800,2450.784,28.351,2450.784,1.465,20.000,1.000,0.001,0.001,99999.000,0.000,0.000,0.355,9.000,96.630,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,1196.938,59.847,1196.938,59.847,0.000,0.000,"LINESTRING (-112.324715 33.632371, -112.333170 33.632810)",2422.4,0.0,0.0,0.0,0.0,2047.4,0,403.3,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,2450.82,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,period-based
201048AB,qvdf,647,202807,,,-1,0,-1,1,9,,9,1500_1800,1748.975,8.321,1748.975,1.114,20.000,1.000,0.001,0.001,99999.000,0.000,0.000,0.355,9.000,68.959,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,649.552,32.478,649.552,32.478,0.000,0.000,"LINESTRING (-112.341904 33.687787, -112.343809 33.682639)",1740.7,0.0,0.0,0.0,0.0,1657.8,0,91.2,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1749.03,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,period-based
201048BA,qvdf,202807,647,,,-1,0,-1,1,9,,9,1500_1800,1685.638,8.461,1685.638,1.114,20.000,1.000,0.001,0.001,99999.000,0.000,0.000,0.355,9.000,66.461,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,626.029,31.302,626.029,31.302,0.000,0.000,"LINESTRING (-112.340803 33.681527, -112.338898 33.686675)",1677.2,0.0,0.0,0.0,0.0,1847.9,0,-162.2,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1685.68,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,period-based
201051AB,qvdf,653,202804,,,-1,0,-1,1,9,,9,1500_1800,679.245,6.162,679.245,1.013,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,26.781,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,229.306,11.465,229.306,11.465,0.000,0.000,"LINESTRING (-112.331837 33.674070, -112.326067 33.673221)",673.1,0.0,0.0,0.0,0.0,999.6,0,-320.3,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,680.35,0.00,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,period-based
201051BA,qvdf,202804,653,,,-1,0,-1,1,9,,9,1500_1800,773.601,6.180,773.601,1.013,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,30.502,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,261.160,13.058,261.160,13.058,0.000,0.000,"LINESTRING (-112.325601 33.676393, -112.331371 33.677242)",767.4,0.0,0.0,0.0,0.0,1207.1,0,-433.5,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,773.64,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,period-based
